"","NETWORK","DEMO","LAST_UPDATE","LATEST_BASE_DATA","FORECAST_DATA","TIME_ID","BROADCAST_YEAR","CABLE_QTR","QTRYEAR","HH_NT_DAYPART","STREAM","ACTUAL","PREDICT_LS","LAST_ACTUAL","BROADCAST_WEEK","BROADCAST_DATE","L_DUR"
"337","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",42527.3333333333,48690.5109502475,2020-03-31,2019-02-11,2019-02-11,900
"338","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",47947.0333333333,51773.3758591998,2020-03-31,2019-02-18,2019-02-18,900
"339","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",43216,51982.4739592145,2020-03-31,2019-02-25,2019-02-25,900
"340","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",53246.5666666667,47144.2699924444,2020-03-31,2019-03-04,2019-03-04,900
"341","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",52571.7333333333,47989.1915534692,2020-03-31,2019-03-11,2019-03-11,900
"342","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",69028.5333333333,53388.9782409715,2020-03-31,2019-03-18,2019-03-18,900
"343","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"1Q","2019-1Q","Access","L_Imps",43649.9,52534.4761901858,2020-03-31,2019-03-25,2019-03-25,900
"344","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",39047.7666666667,46074.7839191476,2020-03-31,2019-04-01,2019-04-01,900
"345","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",51713.9666666667,46023.5759719923,2020-03-31,2019-04-08,2019-04-08,900
"346","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",45495.5,48247.2369302171,2020-03-31,2019-04-15,2019-04-15,900
"347","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",43059.4666666667,48675.6097490064,2020-03-31,2019-04-22,2019-04-22,900
"348","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",38343.1666666667,44807.2703658706,2020-03-31,2019-04-29,2019-04-29,900
"349","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",40234,47158.5016892303,2020-03-31,2019-05-06,2019-05-06,900
"350","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",37613.4,48988.4080160288,2020-03-31,2019-05-13,2019-05-13,900
"351","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",43851.5,42981.1414839786,2020-03-31,2019-05-20,2019-05-20,900
"352","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",61485.8333333333,52925.077768914,2020-03-31,2019-05-27,2019-05-27,900
"353","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",50258.7333333333,53106.9435226181,2020-03-31,2019-06-03,2019-06-03,900
"354","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",46517.2333333333,49980.3523019263,2020-03-31,2019-06-10,2019-06-10,900
"355","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",51584.1,44669.9044502848,2020-03-31,2019-06-17,2019-06-17,900
"356","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"2Q","2019-2Q","Access","L_Imps",46114.6,51994.095291677,2020-03-31,2019-06-24,2019-06-24,900
"357","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",49837.9333333333,53248.2387750296,2020-03-31,2019-07-01,2019-07-01,900
"358","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",53394.5333333333,45038.2936211632,2020-03-31,2019-07-08,2019-07-08,900
"359","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",38498.2666666667,46856.3833186222,2020-03-31,2019-07-15,2019-07-15,900
"360","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",50284.6,54930.2063303238,2020-03-31,2019-07-22,2019-07-22,900
"361","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",45134.8666666667,44708.1140460623,2020-03-31,2019-07-29,2019-07-29,900
"362","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",38988.5666666667,42829.6919361624,2020-03-31,2019-08-05,2019-08-05,900
"363","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",44078.7666666667,49868.6400298244,2020-03-31,2019-08-12,2019-08-12,900
"364","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",61913.1,45878.6319146341,2020-03-31,2019-08-19,2019-08-19,900
"365","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",39779.6,43528.9150556931,2020-03-31,2019-08-26,2019-08-26,900
"366","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",48219.4,49635.744017565,2020-03-31,2019-09-02,2019-09-02,900
"367","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",67114.0666666667,47214.9578505033,2020-03-31,2019-09-09,2019-09-09,900
"368","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",44257.3666666667,46497.5861902816,2020-03-31,2019-09-16,2019-09-16,900
"369","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"3Q","2019-3Q","Access","L_Imps",43271.8333333333,52160.6468046827,2020-03-31,2019-09-23,2019-09-23,900
"370","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",46474.6,44289.0882682435,2020-03-31,2019-09-30,2019-09-30,900
"371","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",42994.8,42799.7462021703,2020-03-31,2019-10-07,2019-10-07,900
"372","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",57619.1,47973.2572864157,2020-03-31,2019-10-14,2019-10-14,900
"373","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",39783.7666666667,46489.3668783365,2020-03-31,2019-10-21,2019-10-21,900
"374","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",37587.3,42791.0561650764,2020-03-31,2019-10-28,2019-10-28,900
"375","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",50187.2333333333,45519.7760574841,2020-03-31,2019-11-04,2019-11-04,900
"376","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",37974.5666666667,50039.3364559614,2020-03-31,2019-11-11,2019-11-11,900
"377","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",57037.5666666667,47840.4782715806,2020-03-31,2019-11-18,2019-11-18,900
"378","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",52302.0666666667,49786.255786563,2020-03-31,2019-11-25,2019-11-25,900
"379","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",59608.8,54482.0399705106,2020-03-31,2019-12-02,2019-12-02,900
"380","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",56938.5333333333,53866.246835649,2020-03-31,2019-12-09,2019-12-09,900
"381","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",46103.9333333333,49915.6594187713,2020-03-31,2019-12-16,2019-12-16,900
"382","OXYG","A18-49",2020-06-19,NA,NA,"Week",2019,"4Q","2019-4Q","Access","L_Imps",67446.1333333333,60426.1428844379,2020-03-31,2019-12-23,2019-12-23,900
"383","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",62049.8333333333,67774.5708517712,2020-03-31,2019-12-30,2019-12-30,900
"384","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",54110.5333333333,52685.4809130058,2020-03-31,2020-01-06,2020-01-06,900
"385","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",43630.7333333333,50949.5696543656,2020-03-31,2020-01-13,2020-01-13,900
"386","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",50053.5,53258.2993536515,2020-03-31,2020-01-20,2020-01-20,900
"387","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",60592.5,49488.4858977675,2020-03-31,2020-01-27,2020-01-27,900
"388","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",52770.6333333333,48336.4311976171,2020-03-31,2020-02-03,2020-02-03,900
"389","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",53826.6333333333,52833.3442083903,2020-03-31,2020-02-10,2020-02-10,900
"390","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",61266.6,51902.1354334411,2020-03-31,2020-02-17,2020-02-17,900
"391","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",41956.8,50614.465386418,2020-03-31,2020-02-24,2020-02-24,900
"392","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",38131.8,50538.020169782,2020-03-31,2020-03-02,2020-03-02,900
"393","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",55347.3666666667,46757.6166684872,2020-03-31,2020-03-09,2020-03-09,900
"394","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",60716.3666666667,48635.8369918907,2020-03-31,2020-03-16,2020-03-16,900
"395","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"1Q","2020-1Q","Access","L_Imps",71045.9333333333,71256.2675193627,2020-03-31,2020-03-23,2020-03-23,900
"396","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",62783.2,65663.2711848273,2020-03-31,2020-03-30,2020-03-30,900
"397","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",72881.2333333333,60236.6623182154,2020-03-31,2020-04-06,2020-04-06,900
"398","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",58268.3666666667,70062.438142895,2020-03-31,2020-04-13,2020-04-13,900
"399","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,69192.3070807172,2020-03-31,2020-04-20,2020-04-20,0
"400","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,61059.7611755736,2020-03-31,2020-04-27,2020-04-27,0
"401","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,47717.1007650301,2020-03-31,2020-05-04,2020-05-04,0
"402","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,51234.702378975,2020-03-31,2020-05-11,2020-05-11,0
"403","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,45017.4896092395,2020-03-31,2020-05-18,2020-05-18,0
"404","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,50271.0139463835,2020-03-31,2020-05-25,2020-05-25,0
"405","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,51581.8325723046,2020-03-31,2020-06-01,2020-06-01,0
"406","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,50000.3409090008,2020-03-31,2020-06-08,2020-06-08,0
"407","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,45691.2816714385,2020-03-31,2020-06-15,2020-06-15,0
"408","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"2Q","2020-2Q","Access","L_Imps",NA,49329.8567572287,2020-03-31,2020-06-22,2020-06-22,0
"409","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,50731.1872695674,2020-03-31,2020-06-29,2020-06-29,0
"410","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,45432.2217430467,2020-03-31,2020-07-06,2020-07-06,0
"411","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,46613.2382520009,2020-03-31,2020-07-13,2020-07-13,0
"412","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,48808.8786322743,2020-03-31,2020-07-20,2020-07-20,0
"413","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,45931.5269302763,2020-03-31,2020-07-27,2020-07-27,0
"414","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,44165.3892315147,2020-03-31,2020-08-03,2020-08-03,0
"415","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,45744.562238751,2020-03-31,2020-08-10,2020-08-10,0
"416","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,45467.3197434899,2020-03-31,2020-08-17,2020-08-17,0
"417","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,44850.4922658201,2020-03-31,2020-08-24,2020-08-24,0
"418","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,44570.6583646629,2020-03-31,2020-08-31,2020-08-31,0
"419","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,45352.7666990289,2020-03-31,2020-09-07,2020-09-07,0
"420","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,46036.6904451464,2020-03-31,2020-09-14,2020-09-14,0
"421","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"3Q","2020-3Q","Access","L_Imps",NA,44555.9173313956,2020-03-31,2020-09-21,2020-09-21,0
"422","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,43267.8153447192,2020-03-31,2020-09-28,2020-09-28,0
"423","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,44207.9218098959,2020-03-31,2020-10-05,2020-10-05,0
"424","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,41466.9541845545,2020-03-31,2020-10-12,2020-10-12,0
"425","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,42919.4739278414,2020-03-31,2020-10-19,2020-10-19,0
"426","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,42418.2166449422,2020-03-31,2020-10-26,2020-10-26,0
"427","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,46042.5952591518,2020-03-31,2020-11-02,2020-11-02,0
"428","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,46169.3122180763,2020-03-31,2020-11-09,2020-11-09,0
"429","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,45501.5302980867,2020-03-31,2020-11-16,2020-11-16,0
"430","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,51152.1231096237,2020-03-31,2020-11-23,2020-11-23,0
"431","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,47564.0664598264,2020-03-31,2020-11-30,2020-11-30,0
"432","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,46924.1132999369,2020-03-31,2020-12-07,2020-12-07,0
"433","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,51161.9739563133,2020-03-31,2020-12-14,2020-12-14,0
"434","OXYG","A18-49",2020-06-19,NA,NA,"Week",2020,"4Q","2020-4Q","Access","L_Imps",NA,57198.6507136899,2020-03-31,2020-12-21,2020-12-21,0
"435","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,59802.0484326281,2020-03-31,2020-12-28,2020-12-28,0
"436","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,49965.4181607043,2020-03-31,2021-01-04,2021-01-04,0
"437","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,51189.9391497305,2020-03-31,2021-01-11,2021-01-11,0
"438","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,49614.7497023585,2020-03-31,2021-01-18,2021-01-18,0
"439","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,48632.0781688439,2020-03-31,2021-01-25,2021-01-25,0
"440","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,47604.0903850669,2020-03-31,2021-02-01,2021-02-01,0
"441","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,47060.2354543578,2020-03-31,2021-02-08,2021-02-08,0
"442","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,46049.0732064404,2020-03-31,2021-02-15,2021-02-15,0
"443","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,48110.1622244649,2020-03-31,2021-02-22,2021-02-22,0
"444","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,48029.5718340935,2020-03-31,2021-03-01,2021-03-01,0
"445","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,45820.1931490705,2020-03-31,2021-03-08,2021-03-08,0
"446","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,45710.5905829767,2020-03-31,2021-03-15,2021-03-15,0
"447","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"1Q","2021-1Q","Access","L_Imps",NA,46410.9004919356,2020-03-31,2021-03-22,2021-03-22,0
"448","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,42900.1979994552,2020-03-31,2021-03-29,2021-03-29,0
"449","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,43077.7752345975,2020-03-31,2021-04-05,2021-04-05,0
"450","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,43282.7127058934,2020-03-31,2021-04-12,2021-04-12,0
"451","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,42570.2534946971,2020-03-31,2021-04-19,2021-04-19,0
"452","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,44251.707718852,2020-03-31,2021-04-26,2021-04-26,0
"453","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,43901.9765642389,2020-03-31,2021-05-03,2021-05-03,0
"454","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,43846.8150469669,2020-03-31,2021-05-10,2021-05-10,0
"455","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,44118.2759184671,2020-03-31,2021-05-17,2021-05-17,0
"456","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,44011.9555713097,2020-03-31,2021-05-24,2021-05-24,0
"457","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,52725.5735773638,2020-03-31,2021-05-31,2021-05-31,0
"458","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,46119.4180260727,2020-03-31,2021-06-07,2021-06-07,0
"459","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,46199.664933596,2020-03-31,2021-06-14,2021-06-14,0
"460","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"2Q","2021-2Q","Access","L_Imps",NA,45901.0715300183,2020-03-31,2021-06-21,2021-06-21,0
"461","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,45660.8475041085,2020-03-31,2021-06-28,2021-06-28,0
"462","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,44832.1844290509,2020-03-31,2021-07-05,2021-07-05,0
"463","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,44576.5723607722,2020-03-31,2021-07-12,2021-07-12,0
"464","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,44514.7471700315,2020-03-31,2021-07-19,2021-07-19,0
"465","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,42937.4778142112,2020-03-31,2021-07-26,2021-07-26,0
"466","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,42889.6350653814,2020-03-31,2021-08-02,2021-08-02,0
"467","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,42759.6720052202,2020-03-31,2021-08-09,2021-08-09,0
"468","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,42852.6426945277,2020-03-31,2021-08-16,2021-08-16,0
"469","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,42762.2974297749,2020-03-31,2021-08-23,2021-08-23,0
"470","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,43242.1042320666,2020-03-31,2021-08-30,2021-08-30,0
"471","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,43242.1147030019,2020-03-31,2021-09-06,2021-09-06,0
"472","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,43141.9153228696,2020-03-31,2021-09-13,2021-09-13,0
"473","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"3Q","2021-3Q","Access","L_Imps",NA,43118.9945185041,2020-03-31,2021-09-20,2021-09-20,0
"474","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,40918.1984646283,2020-03-31,2021-09-27,2021-09-27,0
"475","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,40866.3452560122,2020-03-31,2021-10-04,2021-10-04,0
"476","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,40995.4417911146,2020-03-31,2021-10-11,2021-10-11,0
"477","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,40787.7347883287,2020-03-31,2021-10-18,2021-10-18,0
"478","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,36356.116137015,2020-03-31,2021-10-25,2021-10-25,0
"479","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,43755.4672606344,2020-03-31,2021-11-01,2021-11-01,0
"480","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,43625.9775674669,2020-03-31,2021-11-08,2021-11-08,0
"481","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,43668.3743184848,2020-03-31,2021-11-15,2021-11-15,0
"482","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,47577.3453176138,2020-03-31,2021-11-22,2021-11-22,0
"483","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,46367.1182026936,2020-03-31,2021-11-29,2021-11-29,0
"484","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,45469.6619328346,2020-03-31,2021-12-06,2021-12-06,0
"485","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,45297.9584864226,2020-03-31,2021-12-13,2021-12-13,0
"486","OXYG","A18-49",2020-06-19,NA,NA,"Week",2021,"4Q","2021-4Q","Access","L_Imps",NA,57167.8156563776,2020-03-31,2021-12-20,2021-12-20,0
